"Player","Season","DepthTeam","DepthPos","Madden.Rating","ReservePos","PosFFA","fantPts_est","fantPts_IDPG","fantPts_FFTODAY","fantPts_FFA","fantPts_FDATA","fantPts_agg","fantPts"
"Ray Rice",2013,"Bal","RB",94,NA,"RB",207.34656139399,NA,256.5,257.344666666667,NA,232.345614030329,147.1
"Benjamin Roethlisberger",2011,"Pit","QB",94,NA,"QB",218.510303984455,NA,245.7,245.68,NA,232.095151992228,240.08
"Julio Jones",2015,"Atl","LWR",94,NA,"WR",220.985638425334,NA,243.2,254.164382148587,243.9,232.045219666418,301.1
"Matthew Schaub",2012,"Hou","QB",89,NA,"QB",220.667384907136,NA,220.7,243.4125,NA,232.039942453568,235.32
"Eddie Lacy",2015,"Gnb","RB",90,NA,"RB",185.147672384691,NA,245.8,260.074954545454,250.6,231.940875643382,130.6
"Marshawn Lynch",2015,"Sea","RB",96,NA,"RB",206.704941676389,NA,247.8,246.911090909091,241.9,231.838677528493,74.2
"Larry Fitzgerald",2009,"Ari","LWR",99,NA,"WR",220.567833360144,NA,252.3,254.3,NA,231.811888906763,235.7
"Leveon Bell",2015,"Pit","RB",94,NA,"RB",175.510279747436,NA,243.5,271.542636363636,247.9,231.650972037024,99.2
"Maurice Jones Drew",2011,"Jax","RB",95,NA,"RB",198.917516288488,NA,259.9,263.9,NA,231.408758144244,283.5
"Joseph Flacco",2017,"Bal","QB",81,NA,"QB",201.028766860132,NA,249.6,240.022535714286,252.96,231.337100858139,196.04
"Julio Jones",2017,"Atl","LWR",98,NA,"WR",221.480645186974,NA,250.7,250.96251984127,247.4,231.307936738406,207.9
"Philip Rivers",2013,"Sdg","QB",84,NA,"QB",224.238470282139,NA,216.6,237.896266666667,NA,231.067368474403,301.32
"Brock Osweiler",2016,"Hou","QB",77,NA,"QB",216.264725890132,NA,251.1,241.355111111111,235.28,230.966612333748,186.48
"Kurt Warner",2009,"Ari","QB",94,NA,"QB",217.683419731806,NA,238,244.02,NA,230.851709865903,239.12
"Eli Manning",2018,"Nyg","QB",76,NA,"QB",196.693091829453,NA,236.3,239.457625,256.32,230.823572276484,NA
"Blake Bortles",2015,"Jax","QB",74,NA,"QB",193.489236881912,NA,219.5,243.837413333333,254.88,230.735550071749,338.12
"Andre Johnson",2009,"Hou","LWR",98,NA,"WR",221.18550908832,NA,245.5,249.5,NA,230.623672725546,262.4
"Ryan Tannehill",2018,"Mia","QB",78,NA,"QB",196.115046873634,NA,244,244.179375,251.54,230.611473957878,NA
"Michael Turner",2009,"Atl","RB",95,NA,"RB",215.632333245206,NA,238.7,244.7,NA,230.166166622603,149.1
"Donovan Mcnabb",2009,"Phi","QB",90,NA,"QB",206.059679131916,NA,248,254.04,NA,230.049839565958,244.72
"Ray Rice",2011,"Bal","RB",92,NA,"RB",174.787070099476,NA,282.7,284.7,NA,229.743535049738,334.84
"Joseph Addai",2008,"Ind","RB",91,NA,"RB",211.055,NA,246.3,248.3,NA,229.6775,127.5
"Matthew Cassel",2011,"Kan","QB",86,NA,"QB",219.627618374053,NA,238.6,238.6,NA,229.113809187027,109.52
"Demaryius Thomas",2014,"Den","LWR",93,NA,"WR",212.608424068186,NA,268.9,261.999027861028,266.7,229.0719586658,283.4
"Sam Bradford",2017,"Min","QB",83,NA,"QB",215.83325428509,NA,229.8,227.089107142857,244.26,229.060787142649,26.98
"Clinton Portis",2008,"Was","RB",91,NA,"RB",210.375,NA,241.5,247.5,NA,228.9375,232.5
"Eli Manning",2014,"Nyg","QB",81,NA,"QB",208.186808255087,NA,229.7,239.94141025641,238.44,228.856072837166,291.5
"Marcus Mariota",2015,"Ten","QB",78,NA,"QB",202.804735212205,NA,222.4,256.115133333333,226.72,228.546622848513,226.52
"Andrew Luck",2012,"Ind","QB",84,NA,"QB",225.385078378889,NA,200.7,230.4545,NA,227.919789189444,304.46
"Leonard Fournette",2018,"Jax","RB",87,NA,"RB",204.704168957053,NA,221.3,234.937821428571,243.9,227.847330128542,NA
"Reggie Wayne",2008,"Ind","LWR",97,NA,"WR",215.05,NA,249,253,NA,227.7,191.5
"Kareem Hunt",2018,"Kan","RB",89,NA,"RB",194.717788617633,NA,237.2,239.8205,245.6,226.712762872544,NA
"Maurice Jones Drew",2009,"Jax","RB",89,NA,"RB",163.203800723094,NA,284.1,290.1,NA,226.651900361547,297
"Jamaal Charles",2011,"Kan","RB",95,NA,"RB",189.913784603549,NA,259.2,263.2,NA,226.556892301774,15.7
"Doug Martin",2013,"Tam","RB",90,NA,"RB",180.365430420036,NA,271.7,272.110666666667,NA,226.238048543351,64.2
"Jay Cutler",2008,"Den","QB",86,NA,"QB",207.893,NA,238.6,244.58,NA,226.2365,291.04
"Larry Fitzgerald",2008,"Ari","LWR",97,NA,"WR",213.35,NA,249,251,NA,225.9,263.1
"Lesean Mccoy",2013,"Phi","RB",93,NA,"RB",206.031881675742,NA,247.6,244.444,NA,225.237940837871,304.6
"Adrian Peterson",2015,"Min","RB",95,NA,"RB",174.434621217635,NA,244.2,254.291560606061,246.1,224.942060607899,245.7
"Derek Anderson",2008,"Cle","QB",87,NA,"QB",206.38,NA,234.8,242.8,NA,224.59,96.1
"Jim Graham",2014,"Nor","TE",97,NA,"TE",206.334400242689,NA,226.6,235.456817904318,231.5,224.430406049002,187.4
"Dez Bryant",2015,"Dal","LWR",96,NA,"WR",210.14641029374,NA,251.5,252.535238636364,258.2,224.276019741281,73.6
"Joseph Flacco",2010,"Bal","QB",87,NA,"QB",208.295981019706,NA,235.2,239.24,NA,223.767990509853,245.28
"Robert Gronkowski",2012,"Nwe","TE",97,NA,"TE",218.589667718436,NA,227.6,227.925,NA,223.257333859218,170.5
"Aj Green",2014,"Cin","LWR",95,NA,"WR",213.386113463714,NA,237.2,242.421485125985,241.6,223.064570684471,170.8
"Deandre Hopkins",2016,"Hou","LWR",93,NA,"WR",212.733745671465,NA,256.1,243.565507936508,228.7,223.010999759813,158.4
"Lesean Mccoy",2011,"Phi","RB",88,NA,"RB",201.815745447822,NA,237.7,243.7,NA,222.757872723911,304.4
"Cj Spiller",2013,"Buf","RB",92,NA,"RB",181.006308918842,NA,263.1,264.441333333333,NA,222.723821126088,138.3
"Deangelo Williams",2009,"Car","RB",94,NA,"RB",201.810056366211,NA,243.4,243.4,NA,222.605028183106,187.4
"Benjamin Roethlisberger",2008,"Pit","QB",95,NA,"QB",203.864,NA,229.8,239.84,NA,221.852,202.94
"Ezekiel Elliott",2016,"Dal","RB",80,NA,"RB",218.258226993862,NA,216.1,222.239888888889,224.8,221.766038627584,309.4
"Derek Carr",2015,"Oak","QB",79,NA,"QB",207.873112994362,NA,228.3,232.411693333333,224.2,221.494935442565,286.28
"Jameis Winston",2018,"Tam","QB",80,NA,"QB",207.354964277275,NA,218.9,225.401675,231.3,221.352213092425,NA
"Marshawn Lynch",2008,"Buf","RB",90,NA,"RB",203.235,NA,233.1,239.1,NA,221.1675,209.1
"David Garrard",2008,"Jax","QB",92,NA,"QB",202.895,NA,232.7,238.7,NA,220.7975,235.9
"Matthew Forte",2009,"Chi","RB",89,NA,"RB",166.670644858935,NA,271.4,273.4,NA,220.035322429467,186.5
"Antonio Brown",2014,"Pit","LWR",92,NA,"WR",210.787114148364,NA,238.1,238.052822954823,237,219.875683750517,322.4
"Lesean Mccoy",2017,"Buf","RB",92,NA,"RB",183.90152764033,NA,227.1,238.725555555556,235.7,219.442361065295,234.1
"Odell Beckham",2017,"Nyg","LWR",93,NA,"WR",211.994877612716,NA,248.7,234.120952380952,237.7,219.370235868795,61.5
"Alexander Smith",2012,"Sfo","QB",83,NA,"QB",200.071007152016,NA,222.4,238.1025,NA,219.086753576008,129.68
"Joshua Mccown",2014,"Tam","QB",83,NA,"QB",200.300402682233,NA,175.3,227.644964102564,228.3,218.748455594932,146.94
"Eddie Lacy",2014,"Gnb","RB",87,NA,"RB",167.687839349491,NA,232.1,247.226893328893,241,218.638244226128,251.6
"Matthew Forte",2015,"Chi","RB",90,NA,"RB",176.128368874601,NA,239.4,246.170409090909,233.3,218.532925988503,190.7
"Benjamin Roethlisberger",2009,"Pit","QB",93,NA,"QB",214.910087372448,NA,212,221.96,NA,218.435043686224,283.32
"Jay Cutler",2012,"Chi","QB",87,NA,"QB",199.18356781948,NA,223.8,237.4125,NA,218.29803390974,206.62
"Matthew Ryan",2010,"Atl","QB",86,NA,"QB",213.405455042692,NA,215,222.96,NA,218.182727521346,261.4
"Robert Gronkowski",2015,"Nwe","TE",99,NA,"TE",217.744772204913,NA,208.4,218.847590909091,217.6,218.064121038001,219.6
"Aaron Rodgers",2009,"Gnb","QB",86,NA,"QB",177.776872613775,NA,244.9,256.86,NA,217.318436306887,351.96
"Clinton Portis",2009,"Was","RB",93,NA,"RB",186.697918948678,NA,241.5,247.5,NA,217.098959474339,69.6
"Joshua Freeman",2012,"Tam","QB",82,NA,"QB",176.02619273903,NA,233.7,257.707,NA,216.866596369515,265.5
"Maurice Jones Drew",2008,"Jax","RB",91,NA,"RB",199.24,NA,230.4,234.4,NA,216.82,249.9
"Victor Cruz",2012,"Nyg","LWR",90,NA,"WR",218.848730101054,NA,231.9,212.6825,NA,216.793320067369,212.2
"Cj Spiller",2010,"Buf","RB",79,NA,"RB",255.459226948325,NA,174.1,178.1,NA,216.779613474162,66
"Andre Johnson",2011,"Hou","LWR",97,NA,"WR",203.029736795712,NA,241.8,243.8,NA,216.619824530475,78.5
"Dez Bryant",2013,"Dal","LWR",92,NA,"WR",200.056619253923,NA,252.9,249.693166666667,NA,216.602135058171,245.9
"Jay Cutler",2013,"Chi","QB",86,NA,"QB",198.444472390017,NA,236.7,234.596266666667,NA,216.520369528342,180.64
"Sam Bradford",2013,"Lar","QB",85,NA,"QB",198.435357033197,NA,226.6,234.3648,NA,216.400078516599,122.58
"Aj Green",2013,"Cin","LWR",94,NA,"WR",200.669175021659,NA,240.5,247.851166666667,NA,216.396505569995,257.6
"Steven Jackson",2009,"Lar","RB",92,NA,"RB",181.730185210708,NA,247,251,NA,216.365092605354,219.3
"Dalvin Cook",2018,"Min","RB",85,NA,"RB",185.493693880317,NA,234.4,228.272892857143,234.9,216.222195579153,NA
"Dez Bryant",2014,"Dal","LWR",94,NA,"WR",198.500516823512,NA,239.1,251.402892241093,251.8,216.134641962706,272
"Alexander Smith",2017,"Kan","QB",81,NA,"QB",170.012746410385,NA,262.4,239.087,239.08,216.059915470128,302.18
"Darren Mcfadden",2011,"Oak","RB",87,NA,"RB",166.728364006697,NA,259.3,265.3,NA,216.014182003348,114.3
"Matthew Schaub",2013,"Hou","QB",87,NA,"QB",193.671064225499,NA,241.4,236.5772,NA,215.124132112749,118.8
"David Johnson",2016,"Ari","RB",83,NA,"RB",160.052784959445,NA,270.1,249.083126984127,236,215.045303981191,365.8
"Marshawn Lynch",2013,"Sea","RB",96,NA,"RB",181.426321620969,NA,231.3,248.159333333333,NA,214.792827477151,257.3
"Andy Dalton",2012,"Cin","QB",83,NA,"QB",192.793964385807,NA,221.4,236.3825,NA,214.588232192904,274.76
"Ryan Fitzpatrick",2012,"Buf","QB",82,NA,"QB",186.04417985821,NA,251.4,243.072,NA,214.558089929105,241.7
"Todd Gurley",2016,"Lar","RB",85,NA,"RB",154.333203681416,NA,224.6,250.039492063492,239.3,214.557565248303,176.7
"Jim Graham",2012,"Nor","TE",95,NA,"TE",190.311489694827,NA,266.2,238.533333333333,NA,214.42241151408,194.7
"Brandon Marshall",2013,"Chi","LWR",95,NA,"WR",197.814593956436,NA,235,247.2,NA,214.276395970958,251.5
"Terrell Owens",2008,"Dal","LWR",98,NA,"WR",202.3,NA,232,238,NA,214.2,201
"Marshawn Lynch",2014,"Sea","RB",95,NA,"RB",203.634293583338,NA,219.1,222.218735153735,216.6,214.151009579024,283.8
"Melvin Gordon",2018,"Sdg","RB",89,NA,"RB",148.573733340504,NA,245.4,249.469785714286,243.9,213.981173018263,NA
"Roddy White",2011,"Atl","RWR",96,NA,"WR",197.723471625288,NA,244,246,NA,213.815647750192,227.6
"Trent Richardson",2013,"Cle","RB",87,NA,"RB",180.374142591902,NA,234,247.216666666667,NA,213.795404629284,127.4
"Robert Gronkowski",2016,"Nwe","TE",99,NA,"TE",208.57597326713,NA,216.6,217.982666666667,214.4,213.652879977932,84.5
"Jay Cutler",2017,"Mia","QB",78.8717736479248,NA,"QB",176.185424868902,NA,215.7,230.568952380952,233.14,213.298125749951,171.84
"Frank Gore",2010,"Sfo","RB",93,NA,"RB",178.985371004634,NA,241,247,NA,212.992685502317,179.5
"Ryan Grant",2008,"Gnb","RB",87,NA,"RB",195.585,NA,226.1,230.1,NA,212.8425,164.9
"Cj Anderson",2015,"Den","RB",85,NA,"RB",158.812235444082,NA,230.1,238.416030303031,240.1,212.442755249037,128.8
"Jake Locker",2014,"Ten","QB",75,NA,"QB",180.097621209834,NA,173,234.248271794872,222.22,212.188631001569,72.92
"Brandon Marshall",2014,"Chi","LWR",96,NA,"WR",196.329412962791,NA,220.9,243.84040975691,242.6,212.166411894164,148.6
"Randall Cobb",2015,"Gnb","RWR",91,NA,"WR",201.41774238128,NA,210.6,232.718077842863,233,211.851187535141,163.4
"Vince Young",2008,"Ten","QB",88,NA,"QB",194.65,NA,219,229,NA,211.825,13.46
"Frank Gore",2009,"Sfo","RB",91,NA,"RB",170.66663605372,NA,248.9,252.9,NA,211.78331802686,252.6
"Ryan Mathews",2012,"Sdg","RB",87,NA,"RB",182.673336718878,NA,229.8,240.325,NA,211.499168359439,117.4
"Chris Johnson",2012,"Ten","RB",90,NA,"RB",176.014437947654,NA,238.7,246.035,NA,211.024718973827,193.5
"Julio Jones",2018,"Atl","LWR",98,NA,"WR",200.141686236619,NA,233.7,232.500436738649,234.8,210.927936403962,NA
"Demarco Murray",2014,"Dal","RB",89,NA,"RB",158.446077338946,NA,225.9,238.09991985792,236.1,210.881999065622,322.6
"Brian Westbrook",2009,"Phi","RB",94,NA,"RB",187.573826650788,NA,232,234,NA,210.786913325394,70
"Adrian Peterson",2016,"Min","RB",91,NA,"RB",168.390925172856,NA,232.5,231.384174603175,231.4,210.391699925343,7.5
"Sam Bradford",2011,"Lar","QB",85,NA,"QB",179.573215549061,NA,237.1,241.1,NA,210.336607774531,103.16
"Devonta Freeman",2017,"Atl","RB",89,NA,"RB",157.51868338985,NA,232.9,234.982777777778,238.5,210.333820389209,182.2
"Donovan Mcnabb",2008,"Phi","QB",92,NA,"QB",193.205,NA,221.3,227.3,NA,210.2525,262.34
"Steven Jackson",2010,"Lar","RB",95,NA,"RB",184.539362841488,NA,229.5,235.5,NA,210.019681420744,219.4
"Brandon Marshall",2008,"Den",NA,81.2593534307504,"Res2","WR",198.05,NA,231,233,NA,209.7,208.1
"Matthew Forte",2012,"Chi","RB",93,NA,"RB",183.371053765117,NA,250.4,235.64,NA,209.505526882559,199.4
"Deandre Hopkins",2018,"Hou","LWR",94,NA,"WR",193.729605130646,NA,238.6,239.655489925628,240.9,209.03823339564,NA
"Wes Welker",2012,"Nwe","RWR",95,NA,"WR",201.468208403219,NA,228,224.05,NA,208.995472268813,230.4
"Carson Palmer",2013,"Ari","QB",84,NA,"QB",174.800586913691,NA,219.3,242.830933333333,NA,208.815760123512,245.26
"Rashard Mendenhall",2010,"Pit","RB",87,NA,"RB",177.705317458954,NA,231.6,239.6,NA,208.652658729477,229.5
"Christian Mccaffrey",2018,"Car","RB",87,NA,"RB",185.486549368303,NA,210,219.119321428571,220.5,208.368623598958,NA
"Matthew Stafford",2011,"Det","QB",80,NA,"QB",181.054250978944,NA,229.5,235.48,NA,208.267125489472,357.32
"Demarco Murray",2015,"Phi","RB",94,NA,"RB",183.777001656244,NA,231.4,225.771545454545,214.4,207.98284903693,162.4
"Andre Johnson",2013,"Hou","LWR",97,NA,"WR",198.116513240081,NA,230.5,227.081333333333,NA,207.771453271165,225.2
"Carson Palmer",2008,"Cin","QB",96,NA,"QB",190.791,NA,218.5,224.46,NA,207.6255,41.04
"Calvin Johnson",2015,"Det","RWR",95,NA,"WR",188.74251544036,NA,219.9,244.806681818182,232.8,207.430570899634,217.4
"Nick Foles",2015,"Lar","QB",78,NA,"QB",182.71602475541,NA,212.6,230.231626666667,208.82,207.255883807359,106.08
"Lamar Miller",2016,"Hou","RB",88,NA,"RB",161.500174545998,NA,252.6,230.796682539683,228.8,207.032285695227,175.6
"Giovani Bernard",2014,"Cin","RB",84,NA,"RB",172.349896932637,NA,227.4,223.078154290154,225.6,207.009350407597,166.4
"Julio Jones",2013,"Atl","LWR",92,NA,"WR",193.450732869885,NA,227,232.514833333333,NA,206.472099691034,89.2
"Devonta Freeman",2016,"Atl","RB",86,NA,"RB",183.328923543452,NA,218.7,222.203349206349,213.8,206.4440909166,257.1
"Darren Mcfadden",2012,"Oak","RB",91,NA,"RB",183.345592545988,NA,227.2,229.2925,NA,206.319046272994,131.5
"Melvin Gordon",2017,"Sdg","RB",87,NA,"RB",174.307317035346,NA,221.8,220.723273809524,223.5,206.176863614957,259.1
"Jeremy Hill",2015,"Cin","RB",86,NA,"RB",183.333926933455,NA,205.1,218.713666666666,215.6,205.88253120004,160.8
"Donovan Mcnabb",2010,"Was","QB",89,NA,"QB",189.700286724977,NA,215.9,221.86,NA,205.780143362489,189.18
"Jamaal Charles",2016,"Kan","RB",89,NA,"RB",206.859219602652,NA,190.4,206.659126984127,203.8,205.772782195593,12.4
"Jim Graham",2013,"Nor","TE",96,NA,"TE",194.448033622101,NA,208.9,216.964666666667,NA,205.706350144384,260.5
"Adrian Peterson",2012,"Min","RB",97,NA,"RB",213.813563377587,NA,184.6,195.825,NA,204.819281688793,325.4
"Peyton Hillis",2011,"Cle","RB",91,NA,"RB",188.352174535143,NA,216.7,220.7,NA,204.526087267572,98.7
"Arian Foster",2014,"Hou","RB",91,NA,"RB",179.75287069956,NA,220.9,219.614666666667,213.7,204.355845788742,254.5
"Joseph Flacco",2018,"Bal","QB",79,NA,"QB",179.249338050915,NA,220.1,212.770675,219.96,203.993337683638,NA
"Demarco Murray",2017,"Ten","RB",91,NA,"RB",189.784319168728,NA,211.7,209.789166666667,212,203.857828611798,152
"Desean Jackson",2010,"Phi","RWR",91,NA,"WR",198.253188908017,NA,214.8,214.8,NA,203.768792605345,185.5
"Hakeem Nicks",2011,"Nyg","RWR",89,NA,"WR",186.860683423181,NA,235.2,237.2,NA,203.640455615454,199.2
"Demaryius Thomas",2013,"Den","LWR",90,NA,"WR",191.255163077292,NA,230.4,228.059333333333,NA,203.523219829306,273
"Robert Gronkowski",2013,"Nwe","TE",98,NA,"TE",216.792551882855,NA,169.5,189.744,NA,203.268275941428,102.7
"Randy Moss",2009,"Nwe","LWR",96,NA,"WR",184.352487765506,NA,239,241,NA,203.234991843671,243.9
"Jay Cutler",2009,"Chi","QB",87,NA,"QB",181.315484999466,NA,219,225,NA,203.157742499733,251.94
"Michael Evans",2017,"Tam","RWR",90,NA,"WR",190.604910754053,NA,232.2,228.129563492064,227.8,203.11312833339,165.6
"Devonta Freeman",2018,"Atl","RB",91,NA,"RB",186.86167991623,NA,211.2,210.140928571429,212.3,203.100869495886,NA
"Mark Sanchez",2011,"Nyj","QB",83,NA,"QB",185.136108962502,NA,220.6,220.6,NA,202.868054481251,263.26
"Carson Palmer",2012,"Oak","QB",84,NA,"QB",176.691688368214,NA,227.4,228.908,NA,202.799844184107,242.32
"Maurice Jones Drew",2012,"Jax",NA,92.4051318215699,"RES","RB",186.29875,NA,182.6,219.175,NA,202.736875,69
"Geno Smith",2014,"Nyj","QB",78,NA,"QB",188.72998543135,NA,209.3,202.457948717949,216.76,202.6493113831,165.8
"Allen Robinson",2016,"Jax","LWR",88,NA,"WR",192.937087761512,NA,236.8,221.828301587302,217.8,202.567492370108,160.8
"Keenan Allen",2018,"Sdg","LWR",92,NA,"WR",192.693206705291,NA,201.6,222.15247240909,217.9,202.51296193989,NA
"Deangelo Williams",2010,"Car","RB",92,NA,"RB",176.392163254853,NA,222.2,228.2,NA,202.296081627426,51.7
"Ej Manuel",2014,"Buf","QB",78,NA,"QB",186.142791973939,NA,182.8,204.610676923077,215.2,201.984489632338,61.72
"Hakeem Nicks",2012,"Nyg","RWR",94,NA,"WR",200.819611934762,NA,205.5,203.075,NA,201.571407956508,113.7
"Larry Fitzgerald",2012,"Ari","LWR",97,NA,"WR",188.948431177391,NA,213.9,226.525,NA,201.473954118261,139.3
"Alexander Smith",2013,"Kan","QB",87,NA,"QB",181.885549461277,NA,228.7,220.829333333333,NA,201.357441397305,266.72
"Matthew Schaub",2008,"Hou","QB",85,NA,"QB",185.011,NA,213.7,217.66,NA,201.3355,190.52
"Aaron Rodgers",2008,"Gnb","QB",83,NA,"QB",184.841,NA,205.5,217.46,NA,201.1505,305.22
"Alshon Jeffery",2014,"Chi","RWR",91,NA,"WR",190.589282362769,NA,210.9,222.272750771451,228.6,201.150438498996,219.1
"Randall Cobb",2013,"Gnb","H",88,NA,"WR",189.926408333333,NA,217.1,223.442833333333,NA,201.09855,90.6
"Larry Fitzgerald",2010,"Ari","LWR",97,NA,"WR",193.940371348955,NA,211.4,215.4,NA,201.093580899304,194.7
"Jordan Howard",2017,"Chi","RB",85,NA,"RB",161.310991104129,NA,221.6,222.79,218.1,200.733663701377,188.2
"Matthew Forte",2011,"Chi","RB",89,NA,"RB",165.361590189936,NA,232.1,236.1,NA,200.730795094968,194.7
"Eli Manning",2009,"Nyg","QB",87,NA,"QB",186.756600948247,NA,202.6,214.6,NA,200.678300474124,257.34
"Alfred Morris",2013,"Was","RB",89,NA,"RB",174.109601517558,NA,232.7,227.236666666667,NA,200.673134092112,173.8
"Montee Ball",2014,"Den","RB",78,NA,"RB",133.87890912891,NA,233.6,233.605758574759,233.6,200.361555901223,31.9
"Matthew Forte",2013,"Chi","RB",91,NA,"RB",171.47752196868,NA,248,228.546666666667,NA,200.012094317673,298.3
"Cam Newton",2011,"Car","QB",77,NA,"QB",200.892278602823,NA,198.2,198.2,NA,199.546139301412,386.84
"Julio Jones",2014,"Atl","RWR",92,NA,"WR",177.818654652893,NA,252.6,242.956151948052,242.8,199.53115375128,245.4
"Doug Martin",2014,"Tam","RB",89,NA,"RB",152.73666023721,NA,216.7,221.520798867799,224.1,199.452486368336,74.3
"Carson Palmer",2010,"Cin","QB",87,NA,"QB",178.725262869163,NA,213.1,219.06,NA,198.892631434582,243.8
"Chris Johnson",2009,"Ten","RB",88,NA,"RB",164.176140390389,NA,233.6,233.6,NA,198.888070195194,365.9
"Deshone Kizer",2017,"Cle","QB",75,NA,"QB",200.606072477373,NA,183.2,196.156933333333,199.38,198.714335270235,207.66
"Brandon Marshall",2010,"Mia","LWR",96,NA,"WR",195.945907658668,NA,202.2,204.2,NA,198.697271772445,160.7
"Calvin Johnson",2011,"Det","RWR",93,NA,"WR",182.458465827379,NA,231,231,NA,198.638977218253,311.2
"Marion Barber",2009,"Dal","RB",88,NA,"RB",152.136167172615,NA,240.9,244.9,NA,198.518083586308,166.3
"Jordy Nelson",2016,"Gnb","LWR",89,NA,"WR",187.741102604697,NA,207.5,219.724015873016,203.1,198.402073694137,256.2
"Robert Griffin",2016,"Cle","QB",73,NA,"QB",155.990049606006,NA,219.7,214.176888888889,224.16,198.108979498298,69.44
"Adrian Peterson",2009,"Min","RB",97,NA,"RB",237.366011701351,NA,264.3,158.65,NA,198.008005850676,299.4
"Ryan Fitzpatrick",2011,"Buf","QB",81,NA,"QB",149.44318611512,NA,246.6,246.56,NA,198.00159305756,243.78
"Leonard Fournette",2017,"Jax","RB",81,NA,"RB",221.003469929933,NA,184.3,187.688194444444,184.6,197.763888124793,212.2
"Jordy Nelson",2017,"Gnb","LWR",91,NA,"WR",181.499782869282,NA,229.5,230.144881186175,230.9,197.714815641579,110.7
"Michael Thomas",2018,"Nor","LWR",91,NA,"WR",184.86330455463,NA,209.3,223.324773762652,227.5,197.683794290637,NA
"Leveon Bell",2016,"Pit","RB",94,NA,"RB",152.152286327121,NA,210,221.643984126984,219,197.598756818035,277.9
"Braylon Edwards",2008,"Cle","RWR",95,NA,"WR",186.575,NA,219.5,219.5,NA,197.55,132.8
"Aj Green",2016,"Cin","LWR",93,NA,"WR",185.842262769423,NA,231.1,220.442996031747,226.1,197.375840523531,153.4
"Matthew Hasselbeck",2008,"Sea","QB",91,NA,"QB",181.22,NA,209.2,213.2,NA,197.21,65.54
"Matthew Cassel",2012,"Kan","QB",80,NA,"QB",173.562597952016,NA,207.2,219.3455,NA,196.454048976008,98.34
"Sam Bradford",2016,"Min",NA,80.0968949261494,NA,"QB",175.380075,NA,186.4,206.3295,206.96,196.223191666667,236.38
"Roddy White",2012,"Atl","RWR",94,NA,"WR",182.911460625065,NA,232.3,222.7425,NA,196.188473750043,223.1
"Jordy Nelson",2014,"Gnb","LWR",93,NA,"WR",180.633740562164,NA,214.9,226.09232972583,226.3,195.786603616719,278.9
"Aj Green",2015,"Cin","LWR",92,NA,"WR",179.558229655038,NA,237,227.522911111111,219.2,195.546456807062,230.7
